dataset_id	landmark_hours	feature	nonmissing	nonzero	mean	median	p25	p75	max
MIMIC-IV-2.2	48	nursing_cam_icu_delirium_n_records_48h	12716	9733	8.76156023906889	8.0	2.0	13.0	50.0
MIMIC-IV-2.2	48	nursing_glucose_check_n_records_48h	12716	12704	12.463903743315509	9.0	6.0	15.0	100.0
MIMIC-IV-2.2	48	nursing_mobility_turning_n_records_48h	12716	12685	91.68048128342247	92.0	78.0	106.0	200.0
MIMIC-IV-2.2	48	nursing_moisture_hygiene_n_records_48h	12716	12696	31.662944322113873	31.0	24.0	38.0	139.0
MIMIC-IV-2.2	48	nursing_nutrition_n_records_48h	12716	12680	12.99268637936458	12.0	9.0	15.0	84.0
MIMIC-IV-2.2	48	nursing_oral_suction_airway_n_records_48h	12716	11987	14.770839886756841	12.0	4.0	21.0	108.0
MIMIC-IV-2.2	48	nursing_orientation_n_records_48h	12716	12712	80.84554891475307	74.0	55.0	97.0	400.0
MIMIC-IV-2.2	48	nursing_pain_n_records_48h	12716	12684	95.67882982069834	88.0	62.0	121.0	445.0
MIMIC-IV-2.2	48	nursing_rass_sedation_n_records_48h	12716	11020	16.779018559295377	18.0	12.0	23.0	72.0
MIMIC-IV-2.2	48	nursing_restraints_n_records_48h	12716	7361	50.23497955331865	16.0	0.0	90.0	362.0
MIMIC-IV-2.2	48	nursing_skin_braden_pressure_n_records_48h	12716	12685	69.11678200692042	61.0	46.0	79.0	719.0
MIMIC-IV-2.2	48	nursing_vitals_n_records_48h	12716	12690	355.34955960994023	338.0	304.0	393.0	1168.0
MIMIC-IV-2.2	48	nursing_cam_icu_delirium_n_numeric_48h	12716	8996	4.832730418370557	4.0	0.0	7.0	37.0
MIMIC-IV-2.2	48	nursing_glucose_check_n_numeric_48h	12716	12704	12.443535703051275	9.0	6.0	15.0	100.0
MIMIC-IV-2.2	48	nursing_mobility_turning_n_numeric_48h	12716	12680	15.480811575967286	11.0	6.0	25.0	80.0
MIMIC-IV-2.2	48	nursing_moisture_hygiene_n_numeric_48h	12716	6696	1.1480025165146273	1.0	0.0	2.0	17.0
MIMIC-IV-2.2	48	nursing_nutrition_n_numeric_48h	12716	9011	1.6855143126769425	1.0	0.0	2.0	16.0
MIMIC-IV-2.2	48	nursing_oral_suction_airway_n_numeric_48h	12716	6507	2.501651462724127	1.0	0.0	4.0	22.0
MIMIC-IV-2.2	48	nursing_orientation_n_numeric_48h	12716	12711	66.7079270210758	58.0	41.0	81.0	400.0
MIMIC-IV-2.2	48	nursing_pain_n_numeric_48h	12716	12101	12.69754639823844	10.0	4.0	17.0	172.0
MIMIC-IV-2.2	48	nursing_rass_sedation_n_numeric_48h	12716	11020	16.77013211701793	18.0	12.0	23.0	72.0
MIMIC-IV-2.2	48	nursing_restraints_n_numeric_48h	12716	39	0.01612142183076439	0.0	0.0	0.0	23.0
MIMIC-IV-2.2	48	nursing_skin_braden_pressure_n_numeric_48h	12716	12684	43.08965083359547	42.0	32.0	54.0	202.0
MIMIC-IV-2.2	48	nursing_vitals_n_numeric_48h	12716	12690	331.24598930481284	316.0	283.0	366.0	1148.0
MIMIC-IV-2.2	48	nursing_cam_icu_delirium_mean_valuenum_48h	8996	4920	0.3249573974603222	0.2	0.0	0.625	1.0
MIMIC-IV-2.2	48	nursing_glucose_check_mean_valuenum_48h	12704	12704	253.51092311077255	132.0	116.0	155.60384615384615	250076.0
MIMIC-IV-2.2	48	nursing_mobility_turning_mean_valuenum_48h	12680	8612	1.6398650479128505	0.5454545454545454	0.0	1.8	135.0909090909091
MIMIC-IV-2.2	48	nursing_moisture_hygiene_mean_valuenum_48h	6696	6686	2539.840209102585	1.006	1.0	1.017	999999.0
MIMIC-IV-2.2	48	nursing_nutrition_mean_valuenum_48h	9011	5729	2.79618213109102	1.0	0.0	1.0	152.0
