claim_id	dataset_id	outcome	landmark_time	model	term	effect_type	effect	ci_lower	ci_upper	pvalue	n	events	covariate_set	aic
dynamic_nursing_screening	MIMIC-IV-2.2	incident_post_landmark_delirium	48h	clinical_covariate_extended	const	odds_ratio	0.031239165870512505	0.023063240205267423	0.042313459670012474	5.049067134389366e-111	9340	445	high_intensity_class,age_z,male,total_event_z,night_fraction_z,diagnosis_count_z,dementia_flag,sepsis_flag,sedative_exposure,opioid_exposure,vasopressor_exposure,emergency_admission,micu_unit	3269.358678359174
dynamic_nursing_screening	MIMIC-IV-2.2	incident_post_landmark_delirium	48h	clinical_covariate_extended	high_intensity_class	odds_ratio	1.7367858133283574	1.3095369896501818	2.303428605086157	0.00012714666083815781	9340	445	high_intensity_class,age_z,male,total_event_z,night_fraction_z,diagnosis_count_z,dementia_flag,sepsis_flag,sedative_exposure,opioid_exposure,vasopressor_exposure,emergency_admission,micu_unit	3269.358678359174
dynamic_nursing_screening	MIMIC-IV-2.2	incident_post_landmark_delirium	48h	clinical_covariate_extended	age_z	odds_ratio	1.0572525905929497	0.9545214946157355	1.1710401982780834	0.2857380852476583	9340	445	high_intensity_class,age_z,male,total_event_z,night_fraction_z,diagnosis_count_z,dementia_flag,sepsis_flag,sedative_exposure,opioid_exposure,vasopressor_exposure,emergency_admission,micu_unit	3269.358678359174
dynamic_nursing_screening	MIMIC-IV-2.2	incident_post_landmark_delirium	48h	clinical_covariate_extended	male	odds_ratio	0.9280601790829568	0.7616560493234087	1.1308197404387357	0.4589747487650192	9340	445	high_intensity_class,age_z,male,total_event_z,night_fraction_z,diagnosis_count_z,dementia_flag,sepsis_flag,sedative_exposure,opioid_exposure,vasopressor_exposure,emergency_admission,micu_unit	3269.358678359174
dynamic_nursing_screening	MIMIC-IV-2.2	incident_post_landmark_delirium	48h	clinical_covariate_extended	total_event_z	odds_ratio	1.5568826094644577	1.3754968665848357	1.762187554575111	2.4768579997042147e-12	9340	445	high_intensity_class,age_z,male,total_event_z,night_fraction_z,diagnosis_count_z,dementia_flag,sepsis_flag,sedative_exposure,opioid_exposure,vasopressor_exposure,emergency_admission,micu_unit	3269.358678359174
dynamic_nursing_screening	MIMIC-IV-2.2	incident_post_landmark_delirium	48h	clinical_covariate_extended	night_fraction_z	odds_ratio	0.965532011940478	0.8634787554667697	1.079646789431294	0.5382746821756725	9340	445	high_intensity_class,age_z,male,total_event_z,night_fraction_z,diagnosis_count_z,dementia_flag,sepsis_flag,sedative_exposure,opioid_exposure,vasopressor_exposure,emergency_admission,micu_unit	3269.358678359174
dynamic_nursing_screening	MIMIC-IV-2.2	incident_post_landmark_delirium	48h	clinical_covariate_extended	diagnosis_count_z	odds_ratio	1.6170008108519303	1.46846815102858	1.7805572565290941	1.431304935559799e-22	9340	445	high_intensity_class,age_z,male,total_event_z,night_fraction_z,diagnosis_count_z,dementia_flag,sepsis_flag,sedative_exposure,opioid_exposure,vasopressor_exposure,emergency_admission,micu_unit	3269.358678359174
dynamic_nursing_screening	MIMIC-IV-2.2	incident_post_landmark_delirium	48h	clinical_covariate_extended	dementia_flag	odds_ratio	2.630092839759121	1.8350282826768605	3.7696358203598948	1.3982505176628222e-07	9340	445	high_intensity_class,age_z,male,total_event_z,night_fraction_z,diagnosis_count_z,dementia_flag,sepsis_flag,sedative_exposure,opioid_exposure,vasopressor_exposure,emergency_admission,micu_unit	3269.358678359174
dynamic_nursing_screening	MIMIC-IV-2.2	incident_post_landmark_delirium	48h	clinical_covariate_extended	sepsis_flag	odds_ratio	1.3219570654866608	1.0332454385302443	1.691341106209926	0.026409094723605708	9340	445	high_intensity_class,age_z,male,total_event_z,night_fraction_z,diagnosis_count_z,dementia_flag,sepsis_flag,sedative_exposure,opioid_exposure,vasopressor_exposure,emergency_admission,micu_unit	3269.358678359174
dynamic_nursing_screening	MIMIC-IV-2.2	incident_post_landmark_delirium	48h	clinical_covariate_extended	sedative_exposure	odds_ratio	0.7981905192055437	0.5826461735050293	1.0934734216427768	0.16044524514777858	9340	445	high_intensity_class,age_z,male,total_event_z,night_fraction_z,diagnosis_count_z,dementia_flag,sepsis_flag,sedative_exposure,opioid_exposure,vasopressor_exposure,emergency_admission,micu_unit	3269.358678359174
